,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431
26,52,51,53,52,57,54,51,54,35,37,39,37,35,35,33,36,20,18,18,17,18,19,18,18,19,18,18,18,18,19,17,18,10,9,8,8,9,8,8,10,3,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,8,9,8,10,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,8,18,18,17,17,17,17,19,17,17,18,17,19,17,18,18,16,17,19,18,18,18,18,18,18,36,37,37,36,35,37,34,31,35,35,39,35,33,34,35,37,34,34,38,38,36,37,36,38,63,59,63,67,60,59,66,67,62,62,63,60,66,63,65,63,60,61,68,63,59,63,63,56,64,65,61,64,64,61,65,63,62,62,56,60,67,63,61,60,63,63,62,60,68,63,60,66,50,49,52,54,55,55,54,50,54,54,52,55,57,59,58,55,53,52,54,50,59,50,55,53,66,61,57,59,64,60,64,66,66,65,63,65,58,61,64,63,63,63,58,63,62,63,61,67,67,64,68,61,64,62,62,66,62,65,62,62,65,68,64,63,60,64,58,66,59,64,61,64,46,45,44,41,45,44,46,48,48,45,38,43,38,43,43,47,46,45,42,43,47,45,47,42,37,40,41,42,39,43,42,41,42,40,42,39,39,41,41,36,41,38,39,36,39,39,39,40,44,48,47,47,46,42,44,43,42,47,42,46,42,45,49,48,40,46,45,45,45,46,43,47,51,50,48,48,47,47,51,51,49,48,53,51,46,52,53,48,52,49,51,53,48,51,53,52,54,54,57,53,51,51,57,52,53,51,51,53,57,55,55,53,57,53,56,51,55,53,53,55,67,61,66,70,73,66,58,59,67,60,60,64,63,66,59,68,67,68,61,59,67,62,63,58,83,80,77,78,79,78,78,80,59,69,63,62,58,66,60,61
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,56,48,49,48,48,52,51,49,35,35,37,37,33,32,31,36,18,17,16,18,16,18,17,18,17,17,16,18,17,17,18,18,9,8,9,9,8,9,8,8,3,4,3,3,3,4,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,8,9,8,8,8,8,8,9,8,8,8,9,9,8,9,9,10,9,9,8,8,9,19,18,18,18,17,18,17,17,19,18,17,17,16,17,17,18,17,17,17,18,18,17,17,18,33,34,31,32,35,34,35,31,31,35,36,34,35,33,34,36,35,34,32,36,34,36,37,37,58,65,55,63,64,62,59,66,61,62,62,61,64,55,54,58,58,64,66,66,62,62,53,62,60,66,60,58,55,62,64,62,55,63,60,60,60,62,59,62,62,61,58,56,62,61,61,63,49,53,48,52,56,49,50,54,52,55,54,58,50,51,50,52,48,54,60,54,52,55,50,53,61,60,61,64,59,58,66,64,61,59,60,55,57,63,59,61,63,55,59,62,63,60,65,63,64,62,61,60,62,65,60,56,61,59,57,68,61,57,69,56,58,62,57,63,57,60,59,59,45,41,42,43,43,41,45,42,44,47,41,39,48,43,41,41,44,43,46,44,43,44,42,45,34,33,38,39,37,40,39,37,36,37,39,38,39,39,39,41,39,37,38,39,41,39,44,41,44,45,45,43,46,48,46,44,43,43,44,44,43,46,46,43,47,41,43,42,39,40,44,45,46,47,46,46,44,50,51,53,50,49,49,48,45,45,51,51,46,49,49,42,49,51,48,50,55,53,52,56,45,53,51,52,48,51,51,53,47,52,58,51,49,56,55,49,51,50,55,51,61,59,59,62,65,57,56,59,64,56,57,62,66,57,57,59,60,57,56,61,57,64,59,69,80,79,73,79,80,82,74,77,61,61,57,63,60,59,58,63
30,21,21,20,19,21,21,20,19,14,12,13,14,14,14,15,14,6,7,6,7,7,7,7,7,7,6,6,6,7,6,7,7,3,4,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,3,3,3,6,7,7,7,7,7,8,7,7,6,7,6,7,6,7,6,7,6,6,7,6,7,7,7,13,14,13,13,14,13,13,15,14,14,12,14,14,14,13,13,13,14,14,14,13,13,14,14,24,24,22,26,24,25,26,23,22,23,23,23,26,22,21,24,23,24,23,24,21,22,24,24,23,24,22,26,25,24,24,23,23,24,23,22,23,25,25,20,24,25,25,23,24,23,23,22,20,18,19,20,22,19,20,20,20,20,19,19,19,19,20,17,21,20,18,21,18,21,20,19,22,24,22,23,21,25,22,24,23,23,24,23,24,24,23,24,21,23,25,24,22,22,24,22,22,26,25,24,24,24,22,23,25,23,25,24,23,22,22,23,24,26,23,25,22,23,25,24,18,15,16,16,17,18,17,17,16,16,18,17,16,18,18,17,18,16,15,17,16,18,18,16,15,15,16,15,14,15,15,16,15,15,15,15,15,14,15,14,16,14,14,15,14,15,15,15,16,18,17,16,16,16,16,17,16,17,16,18,16,17,16,16,17,17,15,16,18,16,16,16,19,17,18,20,19,19,19,18,18,19,18,18,21,19,18,19,18,18,18,20,18,19,18,18,21,20,21,20,20,20,19,17,22,19,20,20,19,20,19,21,21,20,20,20,19,23,21,20,25,23,22,25,22,23,24,25,24,22,23,22,23,22,24,21,23,25,23,24,24,22,23,21,30,29,27,33,30,32,31,28,23,22,23,24,22,22,21,23
31,19,20,20,19,19,20,18,19,14,13,14,13,13,14,13,13,6,7,7,7,7,6,6,7,7,6,7,7,7,6,7,7,3,3,3,3,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,6,7,7,7,6,6,7,6,7,7,7,6,7,7,7,7,6,7,7,7,7,7,6,12,13,13,14,13,13,13,14,14,14,13,14,13,13,14,15,13,13,14,14,13,13,13,12,26,23,22,24,23,23,23,21,22,23,22,24,23,24,24,22,24,22,25,23,24,22,24,23,24,24,24,24,24,22,24,22,23,23,23,24,23,23,24,22,24,21,23,24,24,24,23,25,20,19,23,19,23,21,20,19,19,19,20,20,20,21,20,20,18,20,20,22,21,19,20,20,22,24,23,24,24,24,23,26,23,22,23,23,22,21,22,25,22,23,22,25,24,22,24,23,22,22,22,24,23,22,24,23,24,23,22,22,22,25,23,24,23,23,24,24,25,21,22,24,16,18,17,18,17,17,17,16,16,17,17,18,17,15,15,17,15,17,18,17,17,17,17,18,14,14,14,15,15,14,15,14,15,15,15,14,14,16,16,15,15,14,14,16,15,16,15,16,18,17,17,16,18,17,17,18,16,15,18,17,17,17,16,16,17,17,17,15,17,15,17,16,18,17,17,20,19,18,20,19,17,20,18,20,18,17,18,17,19,20,21,18,19,18,20,18,22,21,19,20,20,21,21,20,20,19,21,20,20,21,21,22,19,19,20,21,21,20,22,18,23,24,23,23,23,25,23,24,24,23,22,24,25,22,23,24,23,23,23,24,26,25,22,22,32,30,31,31,30,28,30,29,23,24,25,24,23,21,23,24
32,19,20,21,21,21,20,20,21,12,12,15,14,14,13,14,13,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,3,3,4,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,7,7,7,7,7,7,7,6,6,6,7,7,7,7,7,7,7,6,7,7,6,6,7,7,13,12,14,14,13,13,14,13,14,13,14,13,14,13,14,13,13,14,12,13,14,14,14,13,20,22,23,22,24,24,24,22,24,22,23,21,25,25,22,21,24,22,25,24,23,25,24,25,23,21,24,23,22,23,23,22,25,22,23,24,24,22,22,24,23,21,24,23,22,23,23,26,20,20,18,20,22,20,19,22,19,21,19,19,20,18,20,19,20,20,21,19,20,19,21,20,25,24,24,24,23,23,22,25,21,26,24,23,26,22,23,24,24,22,24,26,22,25,21,24,25,24,21,24,25,24,21,25,23,23,25,22,23,24,24,23,24,24,23,25,23,22,22,23,18,17,16,18,16,17,17,17,15,16,17,15,17,17,18,16,17,16,16,17,17,16,18,18,14,14,15,13,15,15,14,15,14,14,14,15,15,15,15,16,14,16,15,14,14,15,14,16,16,16,17,17,17,16,17,15,17,17,17,18,17,17,17,16,17,15,17,16,16,18,17,17,18,20,19,17,18,21,20,21,17,20,19,18,16,21,18,19,18,20,16,19,19,19,19,18,19,21,20,21,19,20,19,19,22,20,19,20,18,21,19,20,19,19,20,20,19,21,20,20,25,24,23,23,21,24,22,23,22,22,22,23,24,25,22,24,23,23,23,24,24,23,25,24,29,31,33,32,31,32,31,29,23,21,24,23,22,23,25,24
33,20,20,20,21,20,21,20,20,13,14,13,13,14,14,14,13,7,6,6,7,6,7,6,6,7,7,7,7,7,7,6,6,4,3,3,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,7,7,7,6,7,7,7,7,6,7,6,7,6,7,7,7,7,7,6,7,7,7,7,6,13,14,14,13,13,13,14,13,14,13,14,13,14,14,15,14,14,12,14,14,14,13,14,13,22,22,23,25,22,25,22,23,23,23,24,23,23,23,24,21,25,22,22,23,24,23,23,23,24,22,23,25,22,22,21,24,23,24,25,22,24,23,24,23,22,22,24,21,23,23,22,24,21,19,18,20,20,20,20,19,21,18,20,22,21,19,20,21,20,20,20,21,20,22,20,21,25,24,25,23,23,22,23,23,26,23,23,24,24,23,23,25,24,23,24,23,23,25,23,25,21,22,25,23,26,24,22,24,23,24,23,23,24,22,24,23,22,23,25,23,22,26,23,24,17,17,17,16,16,16,16,18,17,18,17,18,18,16,16,18,17,16,17,16,18,16,18,16,13,14,15,14,15,13,15,15,14,15,16,13,15,16,13,15,13,14,14,15,16,15,14,14,16,17,17,17,18,17,18,17,17,17,18,15,17,16,17,17,17,18,18,17,17,17,16,17,19,17,17,19,19,18,19,18,19,20,19,18,18,20,20,18,18,19,17,19,20,18,20,18,21,18,21,20,20,22,20,19,20,20,21,20,18,19,19,21,20,20,20,21,18,20,20,19,25,24,21,22,22,22,23,22,23,24,23,24,21,22,23,21,24,24,24,24,23,23,22,24,28,29,30,33,30,32,31,30,24,23,22,22,23,23,25,22
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,13,15,15,14,15,15,16,15,9,10,9,10,10,9,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,2,3,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,10,10,9,9,9,10,10,10,10,10,10,9,10,9,10,10,11,10,10,11,10,10,9,17,17,17,17,17,18,18,19,18,18,18,18,17,17,16,17,18,17,17,19,17,17,16,17,16,16,18,18,17,18,18,17,16,17,19,17,18,18,18,18,17,18,19,17,17,17,17,18,14,16,15,14,15,14,14,15,15,16,14,14,15,14,14,14,15,15,16,16,14,15,15,15,17,17,17,18,17,18,17,17,18,17,16,19,16,16,17,18,16,18,18,18,16,18,19,17,17,17,18,18,18,18,19,19,17,16,17,17,17,17,18,17,18,17,15,16,17,16,18,17,13,13,13,12,13,12,13,13,13,13,13,13,12,13,13,12,12,12,12,12,12,12,13,13,10,11,12,11,10,10,10,11,11,11,11,11,11,12,11,10,11,11,11,12,11,11,11,10,13,13,13,13,12,12,11,12,13,12,12,13,13,12,12,14,12,13,11,12,13,12,13,13,15,14,14,13,12,14,14,14,13,16,13,14,14,14,14,14,14,13,13,15,14,15,14,13,15,16,15,14,15,16,15,14,15,14,15,15,14,15,14,15,14,17,15,16,15,16,15,16,18,17,17,19,18,18,18,16,17,17,19,16,18,16,18,17,18,17,18,18,19,16,17,18,24,24,23,22,24,20,23,21,17,17,17,18,17,17,16,15
36,24,24,28,26,24,26,21,26,18,17,17,17,18,17,18,17,8,8,9,8,9,8,9,9,9,8,8,8,8,9,9,8,4,5,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,9,8,9,9,8,8,8,9,8,8,9,9,9,9,9,8,8,9,8,9,8,17,18,17,16,17,18,17,17,17,16,18,16,17,17,17,18,16,17,17,15,15,16,15,17,32,29,28,31,33,31,31,33,31,29,33,28,30,26,30,30,29,31,30,29,30,29,31,28,28,30,29,31,30,25,29,29,31,29,30,29,29,31,28,28,28,28,29,31,30,27,30,28,25,25,27,25,27,28,24,25,24,24,25,24,25,24,24,26,23,22,25,24,25,23,25,25,31,29,27,29,28,32,32,30,28,27,29,29,29,33,31,30,30,28,29,32,30,30,32,27,29,30,33,30,27,28,28,27,28,29,28,29,31,30,31,30,30,27,30,30,31,29,30,28,21,21,21,21,20,21,21,20,22,22,23,21,21,22,22,22,21,20,20,20,22,21,22,21,19,20,18,18,18,19,19,19,18,17,18,19,20,19,20,18,20,20,19,17,19,18,19,19,21,21,23,23,23,20,21,20,22,20,21,21,21,20,20,22,21,20,20,21,22,21,22,21,23,23,23,21,22,23,25,25,24,24,23,25,23,24,24,23,25,23,24,22,23,24,22,24,22,27,26,25,24,26,26,24,25,26,22,27,27,26,27,27,25,24,25,27,25,25,26,22,28,29,30,28,30,28,28,30,28,31,32,32,30,28,30,30,31,31,30,30,32,27,31,31,39,40,39,37,38,40,36,38,29,29,29,27,28,30,28,30
37,5,6,5,6,5,6,5,5,4,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,4,4,4,3,4,3,4,3,3,3,3,3,4,3,4,4,4,4,4,3,4,6,6,6,7,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,7,6,7,6,6,7,7,7,6,7,6,7,6,6,6,6,5,5,5,5,6,5,6,5,5,5,6,6,5,5,5,5,5,6,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,7,6,6,6,7,7,6,7,6,7,6,6,6,7,6,6,7,6,6,6,7,7,6,7,6,6,4,4,5,4,4,5,4,5,4,4,4,4,5,4,4,4,4,4,4,5,5,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,4,5,4,4,4,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,6,5,6,5,5,5,5,5,6,5,6,6,5,5,5,6,5,5,6,6,6,6,7,6,7,6,6,6,6,7,6,6,6,6,6,6,7,6,6,6,7,6,8,8,8,8,8,8,8,8,6,6,7,6,6,6,6,6
38,5,6,6,5,5,5,5,5,4,3,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,4,4,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,6,6,6,6,7,6,7,7,6,6,6,7,6,6,7,6,6,6,7,6,6,6,6,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,5,5,5,5,5,6,5,5,5,5,5,5,6,5,5,6,5,5,5,6,5,5,6,5,6,6,6,6,6,7,6,7,7,6,6,6,6,7,6,7,6,7,6,6,6,7,7,6,6,6,6,6,7,6,6,7,6,6,6,6,6,6,6,7,6,6,6,6,6,6,7,6,4,4,4,5,4,4,5,5,5,5,5,4,5,5,4,5,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,5,5,4,5,4,5,4,5,4,4,4,5,4,4,5,5,5,4,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,5,5,5,5,5,5,5,5,5,6,6,5,5,6,5,5,5,5,6,6,6,6,6,7,6,7,6,6,6,6,7,7,6,6,6,6,6,6,6,6,6,6,6,9,8,7,8,8,8,8,8,6,7,6,6,6,7,6,6
39,6,5,5,5,6,5,6,6,4,4,4,4,3,4,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,3,4,4,3,3,3,3,4,3,3,4,3,4,4,3,4,4,4,3,3,3,6,6,6,6,6,7,6,6,7,6,7,6,7,6,7,6,7,6,6,6,7,7,7,6,6,6,6,6,6,7,6,6,7,6,7,7,6,6,6,7,7,6,7,6,6,6,6,6,6,5,5,5,6,5,5,5,5,6,5,5,5,5,6,6,5,6,6,5,5,5,5,5,6,6,6,6,6,6,6,7,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,7,6,6,7,6,7,6,6,6,6,6,7,4,4,5,4,4,5,4,4,5,5,5,4,5,5,5,4,4,4,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,4,4,4,4,5,5,4,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,5,5,6,5,5,5,5,5,5,6,5,5,5,5,5,5,7,6,7,6,6,7,6,6,6,6,6,7,6,7,6,7,6,6,7,6,6,6,6,7,9,8,8,7,8,7,8,8,7,6,6,7,6,7,7,7
40,5,6,6,6,6,5,6,5,3,4,4,4,4,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,3,4,3,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,7,7,7,6,6,6,7,7,7,7,7,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,5,5,5,6,6,6,5,5,6,5,6,5,6,6,5,5,6,5,5,6,5,6,6,6,6,6,6,6,7,6,7,6,6,6,7,7,6,6,7,6,6,6,7,6,6,6,7,6,6,6,6,6,6,6,7,6,6,6,6,6,6,7,6,6,6,6,6,6,6,4,5,5,5,5,4,4,5,5,4,4,5,4,5,4,5,4,5,4,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,5,5,5,5,4,4,4,5,4,5,5,5,4,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,7,7,6,6,6,6,6,6
